transaction_id,transaction_amount_usd,transaction_hour,distance_from_home_miles,is_foreign_transaction,transactions_last_24h,merchant_risk_score,fraud
T04378,23.37,18,17.2,0,3,34.2,Not Fraud
T02410,33.63,18,9.1,0,3,40.6,Not Fraud
T01252,63.84,8,0.3,0,1,31,Not Fraud
T04127,28.18,19,128.9,0,0,69.7,Not Fraud
T02768,19.99,0,24,0,2,44.3,Not Fraud
T04987,14.13,0,6.6,0,3,12.7,Not Fraud
T04089,83.29,16,44.4,0,1,21.6,Not Fraud
T02364,13.24,17,10.8,0,4,29.7,Fraud
T01572,317.42,14,24.3,0,3,38.8,Not Fraud
T03169,133.1,22,11,0,2,40.4,Not Fraud
T01558,32.17,15,14.6,1,1,32.3,Not Fraud
T03227,29.32,13,1.1,0,1,35.8,Not Fraud
T00978,16.68,15,3.9,0,2,36.5,Not Fraud
T04144,78.78,5,22.4,0,1,36.4,Not Fraud
T00757,60.11,19,20.9,0,1,20.2,Not Fraud
T04293,15.23,2,8.1,0,1,55,Not Fraud
T03338,40.3,9,25.7,0,4,12.6,Not Fraud
T01358,80.22,15,16.5,0,3,2.9,Not Fraud
T00681,30.58,4,20,1,3,15.7,Fraud
T00295,79.75,13,57.7,0,3,13.9,Not Fraud
T04285,42.01,18,3.1,0,3,19.6,Not Fraud
T02140,31.64,6,13.7,0,2,51.7,Not Fraud
T00030,22.56,22,24.7,0,0,14.1,Not Fraud
T03009,180.48,12,1.7,0,1,47.4,Not Fraud
T03548,11.26,3,18.2,0,0,9.9,Not Fraud
T01406,14.32,19,11.6,0,1,34.8,Not Fraud
T00783,11.89,9,23.1,0,2,24.9,Not Fraud
T00600,101.48,2,6.3,0,2,24.6,Not Fraud
T02433,26.89,16,2.5,0,4,59,Not Fraud
T01281,30.4,17,9.3,0,1,35.8,Not Fraud
T02319,98.15,5,15.9,1,3,30.9,Fraud
T01739,72.68,10,4.5,1,1,37.5,Not Fraud
T03521,13.9,10,22.5,0,0,3.1,Not Fraud
T03824,24.78,19,9.4,0,2,9,Not Fraud
T01960,6.73,7,8,0,1,58.1,Not Fraud
T02757,11.96,6,21.2,0,4,27.3,Not Fraud
T03280,16.05,5,5.9,0,1,28.4,Not Fraud
T04326,79.63,2,15.7,0,0,36.1,Not Fraud
T01331,82.23,23,5.3,0,1,39.9,Not Fraud
T00207,81.22,23,8,0,3,64.5,Fraud
T02388,72.32,19,11.3,0,1,25.8,Not Fraud
T01065,43.2,8,6.8,0,0,23,Not Fraud
T00903,14.25,20,0.7,0,0,11.4,Not Fraud
T03547,17.6,6,30.4,0,1,15.8,Not Fraud
T01938,52.79,5,13.9,0,2,16.7,Not Fraud
T02883,78.37,11,13.4,1,2,47.8,Not Fraud
T02916,108.61,19,38.6,0,1,52.5,Not Fraud
T02231,3.26,22,16,0,3,34,Not Fraud
T03430,25.45,2,5.2,0,1,12.9,Not Fraud
T01342,4.81,22,0.4,0,2,9.4,Not Fraud
T03372,21.29,17,170,0,1,31.1,Not Fraud
T01654,77.13,4,22.2,0,1,25.5,Not Fraud
T04507,18.44,18,34.8,0,1,14.2,Not Fraud
T04071,64.58,4,13.1,0,3,32.7,Not Fraud
T04573,11.72,9,7.6,1,0,31.4,Not Fraud
T01095,66.82,5,1.2,0,0,10.6,Not Fraud
T01178,55.98,7,10.7,0,2,24.7,Not Fraud
T03016,134.71,14,2.4,0,1,23.4,Not Fraud
T04106,19.24,23,1.4,0,3,41.6,Not Fraud
T00575,44.65,4,3.2,0,3,45.7,Not Fraud
T00335,12.16,8,8.8,0,2,38.3,Not Fraud
T02719,11.99,14,4.9,0,3,47.4,Not Fraud
T02334,14.74,15,62.8,0,1,13.4,Not Fraud
T04286,60.85,15,2.1,0,0,11.7,Not Fraud
T01386,24.11,16,25.5,0,2,30.4,Not Fraud
T04658,21.02,1,5.5,0,1,16.8,Not Fraud
T00490,35.37,13,6.4,0,1,19.8,Not Fraud
T03641,53.76,15,2.9,0,1,7.1,Not Fraud
T04900,130.64,1,31.6,0,0,21.6,Not Fraud
T01598,21.27,17,70.1,1,6,55.7,Not Fraud
T02368,34.23,16,20.7,0,7,33.6,Fraud
T04562,41.26,21,52.8,0,3,35,Not Fraud
T01603,4.07,16,28.8,0,0,18.6,Not Fraud
T02147,94.41,6,28.3,0,1,10,Not Fraud
T03709,28.75,4,37.2,0,1,25,Not Fraud
T01591,2.42,20,74.2,0,0,39.7,Not Fraud
T04469,5.24,4,28.7,0,5,19.1,Not Fraud
T02234,14.39,0,1.6,0,2,65.7,Fraud
T00697,119.25,16,38.6,1,3,14.1,Not Fraud
T00450,233.95,4,9.5,0,2,36.4,Not Fraud
T00819,5.6,10,4.6,1,4,34.1,Fraud
T04440,25.1,19,11,0,0,41.1,Not Fraud
T03724,114.84,17,2.2,0,4,20.4,Not Fraud
T01393,14.85,16,139.6,0,2,37.9,Fraud
T03321,22.02,7,6.4,0,4,43.9,Not Fraud
T01251,69.92,17,26,0,3,18.6,Not Fraud
T00113,205.11,9,17.6,0,4,3,Not Fraud
T04033,16.44,10,29.5,0,0,33.9,Not Fraud
T02142,26.5,15,23.9,0,2,28.6,Not Fraud
T03860,23.84,21,57.1,0,4,38.8,Fraud
T02218,21.56,0,10.2,0,2,54.6,Not Fraud
T00831,54.94,14,2.4,0,5,38,Fraud
T01436,43.22,18,4.6,0,3,48.4,Not Fraud
T00269,15.07,4,4.5,1,2,2.8,Not Fraud
T04381,41.36,9,2.6,0,3,21.9,Not Fraud
T01911,650.51,22,5.6,0,4,42.8,Fraud
T00796,12.82,6,20.7,0,2,18.2,Not Fraud
T02499,42.97,3,5.4,0,1,16,Not Fraud
T02852,86.91,6,16.2,0,2,5.1,Not Fraud
T03696,86.58,5,9.3,0,1,36.7,Not Fraud
T03347,30.77,16,10.7,0,2,35.6,Not Fraud
T04290,63.49,22,6.2,0,1,30.2,Not Fraud
T01438,16.96,22,30.3,0,1,13.4,Not Fraud
T02188,68.27,17,2.8,0,0,45.1,Not Fraud
T03890,24.11,5,3.6,0,1,5.7,Not Fraud
T02068,122.18,2,24.2,0,0,52.6,Fraud
T01916,116.21,12,4.6,1,2,63.3,Not Fraud
T02753,21.09,22,18.7,0,1,49.5,Not Fraud
T01439,12.34,9,30.7,0,2,17.3,Not Fraud
T00560,19.03,0,31.3,0,2,2.8,Not Fraud
T03887,67.27,11,65.8,0,3,28.2,Fraud
T04799,3.85,16,26,0,1,34.9,Not Fraud
T01925,55.68,21,43.6,0,1,15,Not Fraud
T02610,89.52,3,6.6,0,1,28.1,Not Fraud
T03150,15.8,13,23.7,0,2,20.9,Not Fraud
T01764,20.88,7,101.5,1,5,15.3,Not Fraud
T00651,9.21,1,16.6,0,4,9.7,Not Fraud
T04977,236.55,10,5.1,0,2,20.1,Not Fraud
T04978,20.37,8,15,0,1,46.4,Not Fraud
T00371,31.17,20,94.3,0,0,54.2,Not Fraud
T01432,112.87,1,25.2,0,0,42,Not Fraud
T02495,25.47,18,46.4,0,4,33.8,Not Fraud
T02920,11.16,6,93.7,0,3,42.5,Not Fraud
T03257,45.01,3,4.3,0,2,18.2,Not Fraud
T00568,77.54,5,2.5,0,3,17.1,Not Fraud
T01980,63.54,17,35.4,0,3,5.4,Not Fraud
T03050,40.96,16,0.2,0,3,20.2,Not Fraud
T04357,45.42,5,9.4,0,2,29.7,Not Fraud
T03683,118.05,10,2.7,0,2,27.9,Not Fraud
T03260,18.89,8,16,0,6,26,Not Fraud
T00467,141.64,3,480.5,0,5,47.8,Fraud
T04081,7.45,3,2.7,0,0,21.3,Not Fraud
T03883,9.58,21,28.6,0,0,3.7,Not Fraud
T02654,134.34,0,89.5,0,2,5.4,Not Fraud
T02220,20.77,7,18.4,0,2,11.1,Not Fraud
T02073,88.12,15,31.3,0,0,34.1,Not Fraud
T04668,8.94,12,20.6,0,0,19,Not Fraud
T04712,33.28,5,9.2,0,0,32.7,Not Fraud
T01461,128.97,17,5.4,0,4,16,Not Fraud
T04605,39.56,6,3.7,1,5,26.9,Not Fraud
T04926,10.31,6,21.7,0,1,25.1,Not Fraud
T04709,45.58,12,62.1,0,3,47.7,Fraud
T00010,28.77,11,0.9,0,0,37.5,Not Fraud
T04693,57.74,17,29.7,0,3,49.4,Not Fraud
T02577,42.42,19,13.2,0,5,11.7,Not Fraud
T01202,78.5,22,10.1,1,4,19.3,Not Fraud
T04806,97.16,7,25,0,2,22.5,Not Fraud
T02966,418.85,18,21.4,0,1,14.4,Not Fraud
T02192,64.43,16,6.2,0,5,7,Not Fraud
T03852,28.52,14,8.1,0,3,45.2,Not Fraud
T01288,74.26,1,2.1,0,2,22.5,Not Fraud
T01215,6.05,23,3,0,3,51,Not Fraud
T02490,26.61,20,13.4,1,6,9.5,Not Fraud
T00158,224.44,0,12.5,0,3,4.8,Fraud
T02237,28.31,12,1.9,0,0,32.3,Not Fraud
T04227,18.86,22,1,0,2,18.1,Not Fraud
T01741,123.56,21,7.1,0,0,16,Not Fraud
T02728,30.72,11,7.9,0,4,24.4,Not Fraud
T00678,106.37,23,8.4,0,3,15.7,Fraud
T02114,15.9,11,2.1,0,2,34.7,Not Fraud
T02842,91.81,13,78.3,0,7,43.8,Not Fraud
T00098,4.31,22,39.8,0,3,31.7,Not Fraud
T02893,63.1,16,15.9,0,0,15.1,Not Fraud
T01041,12.17,3,3.1,0,3,6.1,Not Fraud
T04484,39.47,9,6.1,0,1,58.5,Not Fraud
T01116,7.55,1,6.6,0,0,23.3,Not Fraud
T00447,41.32,17,21.6,0,2,14.7,Not Fraud
T02520,35.44,18,5.1,0,2,25.1,Not Fraud
T01135,41.64,14,11.2,0,2,15.6,Not Fraud
T02059,32.62,14,6,0,3,35.8,Not Fraud
T02427,34.92,7,3.7,0,2,17.8,Not Fraud
T04768,76.79,5,10.7,0,4,11.2,Not Fraud
T00373,209.08,16,2.8,0,1,29.7,Fraud
T02587,19.29,6,7.8,0,1,34.5,Not Fraud
T04617,76.27,8,4.1,0,2,24.6,Fraud
T03346,37.76,8,10.6,0,1,22.6,Not Fraud
T04810,6.3,19,1090.7,0,2,14.2,Fraud
T00181,14.45,19,2.1,0,2,20.3,Not Fraud
T00700,6.58,8,0.8,0,4,69.8,Not Fraud
T01141,86.61,8,13.2,0,3,32.8,Not Fraud
T02565,10.19,16,54.4,0,3,13.7,Not Fraud
T04148,28.2,19,7.1,0,3,29.3,Not Fraud
T04372,48.67,0,29.6,0,1,11.1,Not Fraud
T04847,6.87,10,9.2,0,1,19.5,Not Fraud
T00661,51.11,19,1.5,0,2,14.1,Not Fraud
T04416,37.76,6,18.2,0,0,18.6,Not Fraud
T03952,22.42,13,10.6,0,2,18.2,Not Fraud
T03759,26.15,6,0.7,0,2,34,Fraud
T03911,16.61,3,18.5,0,2,64.6,Not Fraud
T04893,120.48,1,12.1,0,4,25.6,Not Fraud
T01028,160.46,23,6.5,0,1,24.5,Not Fraud
T00259,18.76,11,227.7,0,2,21.6,Fraud
T00280,1.71,8,88.2,0,2,70.1,Not Fraud
T04114,28.46,7,5.9,0,0,21.2,Not Fraud
T03479,41.06,18,3.1,0,0,40,Not Fraud
T01457,17.36,5,9.9,0,1,43.5,Not Fraud
T02392,10.87,11,59.9,0,2,53.9,Not Fraud
T01771,25.71,10,68.7,0,4,58.1,Not Fraud
T01094,26.32,2,19.6,0,2,36.8,Not Fraud
T00958,31.3,21,45.7,0,1,7.5,Not Fraud
T01422,162.64,19,7.7,0,1,60.7,Not Fraud
T00941,42.48,21,24.6,0,3,30,Not Fraud
T04165,42.62,4,2.9,0,2,24.2,Not Fraud
T04107,613.54,8,54.5,1,5,26.5,Fraud
T00848,101.52,5,14.6,0,3,37,Not Fraud
T00780,23.24,12,41.6,0,2,10.2,Not Fraud
T00058,32.69,4,33.8,1,2,8.9,Fraud
T04954,5.05,12,2.2,0,2,16.1,Not Fraud
T01763,40.89,16,7.3,0,1,12.7,Fraud
T02876,13.9,21,1.2,0,1,39.2,Not Fraud
T02545,131.84,5,66.3,0,3,20.4,Not Fraud
T01379,22.5,15,20.5,0,1,9.7,Not Fraud
T03594,9.14,22,9.3,1,4,9.7,Not Fraud
T03859,76.16,7,40.1,0,8,23.2,Not Fraud
T00187,174.25,16,6.7,0,2,39.7,Not Fraud
T02273,40.24,18,13.8,0,4,24.2,Fraud
T04077,16.76,17,11.1,0,8,70.1,Fraud
T01849,22.36,5,0.9,0,2,31.7,Not Fraud
T02326,32.07,20,6.5,0,2,13,Not Fraud
T03371,7.34,23,12.2,1,1,27.8,Fraud
T03760,74.25,19,5.9,0,2,50.5,Not Fraud
T02483,24.67,6,0.2,0,6,13.4,Not Fraud
T04325,93.22,15,39.8,0,1,43,Not Fraud
T03063,93.64,17,7.9,1,1,19.2,Not Fraud
T02803,277.41,19,2.4,0,2,16.2,Not Fraud
T01494,7.96,16,4.1,0,2,43.1,Not Fraud
T00642,123.22,22,2,0,4,55.7,Not Fraud
T00673,21.81,22,4,0,4,36.6,Not Fraud
T02631,89.89,6,4.2,0,3,40.7,Not Fraud
T02421,110.76,1,3.4,0,0,25.4,Fraud
T01474,133.19,15,12.3,0,0,45.2,Not Fraud
T03788,39.86,19,23.4,0,3,24,Not Fraud
T04933,96.69,0,8.9,0,2,67.2,Not Fraud
T04971,155.63,5,7.1,0,1,26.2,Not Fraud
T03701,76.51,8,10.8,1,2,12.9,Not Fraud
T01431,34.51,2,0.8,1,2,37.6,Not Fraud
T04172,21.72,2,11.8,0,0,9,Not Fraud
T02085,27.96,21,4.7,0,5,20.7,Not Fraud
T01165,10.91,23,12,0,4,30.5,Not Fraud
T04819,11.64,16,5.7,0,2,9.1,Not Fraud
T02411,33.29,8,61.1,0,1,11,Not Fraud
T00843,258.14,2,73.8,0,3,24.5,Not Fraud
T00987,149.64,13,9.3,0,1,12.6,Not Fraud
T03977,159.56,13,26.7,0,0,17.8,Not Fraud
T03826,34.47,18,24.2,0,0,14,Not Fraud
T02635,11.98,14,3.7,0,3,48.6,Not Fraud
T03066,519.95,6,27.3,0,1,9.1,Not Fraud
T03383,62.17,3,1,0,3,52,Not Fraud
T00339,20.87,0,1.4,0,3,33.1,Not Fraud
T01267,29.67,3,215.3,0,1,69.5,Fraud
T03250,44.35,21,22.4,0,5,28.8,Not Fraud
T03631,24.8,16,3.9,0,4,29.2,Not Fraud
T04585,134.92,4,2.4,0,1,21.9,Not Fraud
T02812,40.61,4,16.9,0,1,8.4,Not Fraud
T00787,49.22,9,13.3,0,1,13.1,Not Fraud
T02658,6.35,22,20.8,0,4,21.3,Not Fraud
T03225,1.92,7,23,0,0,15.5,Not Fraud
T00679,119.9,14,39.9,0,1,26.2,Not Fraud
T00325,52.51,10,68,0,0,45.6,Not Fraud
T03481,66.26,11,35.2,1,2,3.6,Not Fraud
T01447,75.26,15,10.6,0,5,16.7,Not Fraud
T02656,40.59,0,7.3,0,1,33.5,Not Fraud
T04698,4.43,8,3.1,0,2,3.1,Not Fraud
T04622,92.3,20,12.1,0,5,14.5,Not Fraud
T04548,60.79,17,92.6,0,3,43.1,Fraud
T02981,14.2,4,53.2,0,3,21.3,Not Fraud
T01212,26.53,21,18.2,0,0,10.3,Not Fraud
T04418,35.96,2,8.1,0,4,7.3,Not Fraud
T03618,49,23,62,0,4,53.2,Not Fraud
T04061,30.42,3,0.2,0,2,16.8,Not Fraud
T00353,63.59,16,2.3,0,0,36.4,Not Fraud
T04918,82.96,0,15.5,0,2,16.6,Not Fraud
T03565,9.92,21,4.6,0,0,22.3,Not Fraud
T04182,53.81,20,1.4,1,1,37.7,Not Fraud
T03090,9.85,11,15.8,0,2,21.3,Not Fraud
T01032,857.9,9,30.3,1,0,31.7,Not Fraud
T04972,73.47,12,23.1,0,2,31.2,Not Fraud
T03274,68.64,19,8.8,0,1,24.2,Fraud
T01851,78.97,4,2.1,0,3,45.7,Not Fraud
T03503,13.55,0,8.1,0,5,18.3,Not Fraud
T01056,38.18,15,0.2,0,3,21,Not Fraud
T00501,76.79,22,10.1,0,2,36,Not Fraud
T00064,34.78,18,64.3,0,3,14.4,Not Fraud
T00861,5.88,18,105.9,0,0,57.4,Not Fraud
T03700,52.84,4,12.8,0,1,13,Not Fraud
T00211,36.36,13,66.1,0,2,62,Not Fraud
T02761,109.97,2,3.5,0,1,30.9,Not Fraud
T01942,13.4,2,5.3,0,1,13.8,Not Fraud
T02777,171.57,11,1.7,0,2,25.7,Not Fraud
T00715,8.79,19,23.2,0,2,29.2,Not Fraud
T03452,9.97,15,59.4,0,2,36.7,Not Fraud
T00119,68.25,21,4.3,0,2,26.7,Not Fraud
T02725,9.69,19,0.3,0,2,17.1,Not Fraud
T00759,3.27,17,3,0,0,17.3,Not Fraud
T04271,39.53,17,6.6,0,4,13,Not Fraud
T02502,90.85,2,3,1,2,34.8,Not Fraud
T04329,345.87,19,1.1,0,0,21.2,Not Fraud
T00125,43.51,12,4.3,0,3,44.3,Not Fraud
T01117,101.07,0,9.5,0,0,16.3,Not Fraud
T02322,30.68,18,0.7,0,3,32.6,Not Fraud
T01844,24.33,13,8.9,0,3,69.4,Fraud
T03190,43.3,8,1.8,0,3,45.7,Not Fraud
T04614,28.84,20,17.6,0,3,8.5,Not Fraud
T02478,13.76,8,31.3,1,4,59.2,Fraud
T00343,127.94,16,17.1,0,3,40.4,Fraud
T03909,23.13,2,2.8,1,2,10.6,Not Fraud
T02341,56.45,23,7.2,0,2,27.6,Fraud
T04352,24.36,18,90.5,0,1,6.2,Not Fraud
T02313,35.74,11,6.8,0,0,46.8,Not Fraud
T00505,5.56,9,4.2,0,4,1.4,Not Fraud
T03812,62.97,13,24.8,0,1,30.7,Not Fraud
T04298,18.24,7,99.8,0,3,32.6,Not Fraud
T04343,23.36,17,167.1,0,1,16.4,Not Fraud
T03896,55.04,14,4.5,0,2,25.5,Not Fraud
T03141,34.06,8,8.6,0,2,20.2,Fraud
T04133,26.11,0,15.5,0,2,7.3,Not Fraud
T02108,7.87,15,66.8,0,2,36.9,Not Fraud
T03420,24.37,21,2,0,0,30.8,Fraud
T02138,50.16,2,17.9,0,1,19.7,Not Fraud
T02270,25.48,3,155.4,0,3,16.7,Fraud
T01766,16.72,9,4,0,4,18.6,Not Fraud
T02339,35.89,14,25.6,0,4,71.3,Not Fraud
T00436,112.71,0,102.7,0,3,26.5,Fraud
T03659,99.95,23,0.4,0,1,24.2,Not Fraud
T02293,26,9,14,0,4,43.7,Not Fraud
T01912,44.12,2,78.1,0,1,38.2,Fraud
T01684,10.45,20,7.2,0,1,28.3,Not Fraud
T00159,26.24,7,70.7,0,3,62.3,Not Fraud
T02354,61.75,1,4.8,0,1,20.3,Not Fraud
T04100,41.31,17,104,0,5,5.9,Not Fraud
T03496,21.88,3,14.9,0,1,14.5,Not Fraud
T03994,226.17,0,19.8,0,2,2.3,Not Fraud
T01092,4.05,0,1.5,0,3,20.5,Not Fraud
T03144,22.73,5,24.9,1,1,22.1,Not Fraud
T03265,17.96,1,15.6,0,0,44.8,Not Fraud
T03574,16.59,1,11.9,0,2,30.6,Fraud
T03539,20.7,16,1.6,0,4,3,Not Fraud
T03156,55.75,9,1,0,0,16.1,Not Fraud
T04549,31.66,12,15.6,1,2,9.5,Not Fraud
T01250,12.82,12,0.1,0,0,22.4,Not Fraud
T02452,10.04,16,6.8,0,2,18,Not Fraud
T02210,59.24,17,2.8,0,1,12.4,Not Fraud
T03086,56.68,1,32.7,0,2,15,Not Fraud
T04234,23.31,2,11.8,0,1,23.1,Not Fraud
T00980,116.67,20,63.6,0,1,40.4,Fraud
T04217,68.31,17,39.5,0,1,45.2,Not Fraud
T00576,97.82,16,2.8,0,2,12.8,Not Fraud
T00028,40.14,13,12.9,0,3,52.8,Not Fraud
T03613,37.25,16,23.5,0,4,45.4,Not Fraud
T02053,2.06,23,13.1,0,3,24.9,Not Fraud
T00150,57.1,10,1.8,0,1,50.3,Not Fraud
T00378,36.64,15,66.6,0,2,51.7,Not Fraud
T02967,59.22,11,10.8,0,0,23,Not Fraud
T03023,27.48,20,214.7,0,0,38.1,Fraud
T02746,6.18,19,12.7,0,1,31.7,Not Fraud
T02060,57.41,19,6.4,0,1,49.9,Fraud
T01982,51.1,22,67.9,0,4,45.2,Not Fraud
T04175,39.72,3,2,0,1,38.5,Not Fraud
T00459,3.87,19,30.1,0,0,43,Not Fraud
T03522,30.67,16,156.8,0,2,35.6,Not Fraud
T02509,13.46,22,8.7,0,5,8.3,Not Fraud
T00602,227.55,16,46.8,0,0,15.3,Not Fraud
T03686,25,5,68,0,2,35.5,Fraud
T02236,18.19,7,2.2,0,3,19,Not Fraud
T03425,454.77,21,7.8,0,2,41.6,Not Fraud
T04628,19.82,22,2.3,0,2,9,Not Fraud
T01826,8.64,16,3.1,0,3,17.2,Not Fraud
T04621,20.26,18,19.9,0,1,28.9,Fraud
T01541,54.89,1,132.2,0,0,22.8,Not Fraud
T03323,16.56,0,11.8,1,0,40.2,Not Fraud
T01747,63.32,4,2.2,0,0,64.2,Not Fraud
T04288,28.81,1,2.6,0,2,8.7,Not Fraud
T01676,36.31,6,28.8,0,1,58.4,Not Fraud
T03840,23.36,4,167.8,0,0,32.1,Fraud
T02962,91.3,5,115,0,2,24.8,Fraud
T01335,201.57,19,32.1,0,4,37.1,Not Fraud
T04028,9.89,0,18.3,0,1,40.9,Fraud
T04143,19.81,12,13,0,1,27.9,Fraud
T00542,32.13,15,8.4,0,3,53.3,Not Fraud
T00216,40.93,18,5.8,0,3,50.1,Not Fraud
T04375,23.72,20,24.1,0,1,20.3,Not Fraud
T04193,37.09,17,15.6,0,3,29.5,Not Fraud
T02861,61.32,21,29.3,0,0,33.4,Not Fraud
T00730,56.57,8,9.2,0,1,29.9,Not Fraud
T00963,43.23,20,18.8,0,2,46.9,Not Fraud
T00263,164.97,22,36.3,0,1,23.1,Not Fraud
T01624,55.93,11,2.4,0,5,35.8,Not Fraud
T01054,36.51,23,1.5,0,7,13.5,Not Fraud
T03785,17.77,8,10.4,0,1,15.1,Not Fraud
T01410,19.16,3,0.3,0,0,29.7,Not Fraud
T00638,57.33,17,15.5,0,1,25.8,Not Fraud
T04399,28.25,1,68.5,0,2,33.8,Not Fraud
T01423,30.74,12,70.6,1,4,20.4,Not Fraud
T02698,220.67,10,22.4,0,1,13.3,Not Fraud
T03264,56.54,3,3.5,0,1,35.5,Not Fraud
T02890,136.85,2,4,0,2,64.5,Not Fraud
T01292,382.63,9,14.4,0,0,33.4,Not Fraud
T00155,81.87,11,6.5,1,2,12.1,Not Fraud
T04655,13.07,6,10.2,0,4,23.2,Not Fraud
T04240,41.01,0,8.5,0,1,3.7,Not Fraud
T01737,97.97,0,3,0,4,28.6,Not Fraud
T02516,31.75,13,43.6,0,5,48,Fraud
T04332,25.61,3,20.7,0,3,34.3,Not Fraud
T00937,23.31,7,18.9,0,5,49.2,Not Fraud
T03424,13.96,7,29.1,0,3,45.8,Not Fraud
T00448,282.14,11,61,0,2,9.2,Not Fraud
T03232,395.78,13,12.1,0,2,23.1,Not Fraud
T00913,69.45,18,0.6,0,5,14.3,Not Fraud
T02931,20.86,12,7.1,0,2,20.5,Not Fraud
T04385,166.53,13,10.6,0,2,37.8,Not Fraud
T03035,13.57,19,44.5,0,3,27.6,Not Fraud
T02818,21.22,19,3.8,0,4,14,Not Fraud
T01487,3.53,14,13.9,0,5,28.4,Not Fraud
T04115,61.05,21,14.2,0,3,28.6,Not Fraud
T02535,35.55,20,10.7,0,3,34.3,Not Fraud
T01695,11.36,17,19.5,0,4,0.7,Not Fraud
T00694,25.98,23,60.9,0,4,30.2,Not Fraud
T00708,19.6,19,2.5,0,1,20.4,Not Fraud
T02676,32.01,17,3.3,0,3,11.2,Not Fraud
T04441,191.19,13,2.5,0,1,54.5,Not Fraud
T01720,35.13,14,4.4,0,3,21.8,Not Fraud
T04361,35.08,18,2.4,0,2,45.3,Not Fraud
T00781,61.78,14,3.3,0,2,27.2,Not Fraud
T01285,102.61,18,42.4,0,2,56,Not Fraud
T03011,20.96,16,20.9,0,2,30.8,Not Fraud
T03064,16.09,19,2.7,0,1,52,Not Fraud
T03047,15.44,20,3.3,0,3,33.3,Not Fraud
T03478,169.1,10,3,0,3,69.7,Fraud
T00722,19.09,1,3.9,0,2,51.2,Not Fraud
T04887,32.45,11,2.1,0,1,15.3,Not Fraud
T03920,59.94,12,100.2,1,3,19.5,Not Fraud
T00090,66.41,17,16.4,0,3,22,Not Fraud
T03053,54.91,6,71.1,0,3,14.1,Not Fraud
T02056,114.31,6,0.9,1,2,28.5,Not Fraud
T02195,6.46,21,7.7,0,2,27.6,Not Fraud
T03314,29.51,16,14.7,0,3,25.9,Not Fraud
T03334,104.52,15,4.2,0,2,50,Not Fraud
T04822,97.83,6,12.8,0,4,15.1,Not Fraud
T01528,79.6,20,6.8,0,1,18.3,Not Fraud
T02244,82.28,13,21.9,1,4,2.3,Fraud
T01975,201.76,14,23.1,0,1,20.1,Not Fraud
T03928,27.81,5,3.9,0,2,14.6,Fraud
T02191,35.44,16,1.4,1,3,8.7,Not Fraud
T02690,278.46,9,72,0,2,52.1,Not Fraud
T03147,25.23,16,0.4,0,2,33.4,Not Fraud
T02506,46.22,10,4.4,0,2,35.2,Not Fraud
T00853,103.49,0,11.9,0,2,31.5,Not Fraud
T01429,179.26,13,0.6,0,2,18.2,Not Fraud
T01256,29.03,4,5.9,1,2,17.9,Not Fraud
T00595,453.19,6,4.1,0,8,24.6,Not Fraud
T04276,11.25,21,19.3,0,3,22.4,Not Fraud
T03428,29.02,1,21.5,0,1,9.6,Fraud
T00341,54.99,13,1.7,0,1,54.7,Not Fraud
T04612,113.12,19,2.1,0,4,20.9,Not Fraud
T04592,81.92,18,6,0,0,21.9,Not Fraud
T03557,69.24,13,4.5,0,0,31.4,Fraud
T02668,30.34,22,75.9,0,2,17.2,Not Fraud
T00446,13.08,8,11.7,0,3,24,Not Fraud
T01986,51.49,4,6,0,2,37.5,Fraud
T00272,36.12,16,176.1,1,2,52.4,Fraud
T04556,9.05,3,9.3,0,2,14.9,Not Fraud
T03171,150.14,17,38,0,3,32.1,Not Fraud
T01433,32.63,3,6.9,0,6,36.1,Not Fraud
T02626,31.7,1,1.3,0,1,42.7,Not Fraud
T00609,106.84,6,11.6,0,4,21.3,Not Fraud
T02033,120.29,4,6.6,0,3,44.3,Not Fraud
T03816,5.17,20,36.9,0,2,19.2,Not Fraud
T04245,21.44,23,25.1,0,2,8.5,Not Fraud
T00515,33.58,4,5.9,0,4,41.5,Fraud
T03790,43.09,17,0.6,0,4,9.9,Not Fraud
T01478,97.73,4,14.9,0,3,52.6,Not Fraud
T04467,16.5,20,7.9,0,5,27.6,Not Fraud
T01774,30.47,23,1.1,0,0,6.3,Not Fraud
T01488,6.06,14,50.4,0,2,13,Not Fraud
T03057,21.88,20,70.5,0,1,28.9,Fraud
T04162,148.13,21,5.5,0,3,5.6,Not Fraud
T03646,110.37,15,24.2,0,2,13.3,Not Fraud
T01459,174.8,6,28,0,2,16.1,Not Fraud
T02977,176.03,21,17.6,1,5,36,Not Fraud
T01133,7.15,21,2.3,0,2,50.9,Not Fraud
T00093,57.48,10,15.7,0,0,50.6,Not Fraud
T00740,12.3,2,9,0,3,49.5,Not Fraud
T02567,69.55,1,4.4,0,1,45.5,Not Fraud
T03872,16.05,21,3.3,0,1,26,Not Fraud
T01160,76.86,13,18.5,1,3,25.6,Not Fraud
T00161,116.57,9,44.1,0,1,24.1,Not Fraud
T03051,30.46,19,4.8,0,0,38.1,Not Fraud
T00369,36.89,17,20.3,0,5,24.2,Not Fraud
T04533,31.14,19,9.6,0,4,25.4,Not Fraud
T04629,15.75,12,2.6,0,1,23.7,Not Fraud
T03355,107.74,3,9.6,0,1,46.9,Fraud
